expfile,m,n,k
exp_dgemm_independent-sizes_7.csv,621,4540,760
exp_dgemm_independent-sizes_7.csv,5088,812,1937
exp_dgemm_independent-sizes_7.csv,1358,4189,1485
exp_dgemm_independent-sizes_7.csv,7999,1530,431
exp_dgemm_independent-sizes_7.csv,1475,84,2681
exp_dgemm_independent-sizes_7.csv,2018,73,7982
exp_dgemm_independent-sizes_7.csv,1292,2580,295
exp_dgemm_independent-sizes_7.csv,286,2943,2033
exp_dgemm_independent-sizes_7.csv,8371,139,4035
exp_dgemm_independent-sizes_7.csv,797,1039,9153
exp_dgemm_independent-sizes_7.csv,4557,1936,742
exp_dgemm_independent-sizes_7.csv,160,8426,6144
exp_dgemm_independent-sizes_7.csv,3809,6265,386
exp_dgemm_independent-sizes_7.csv,2816,7869,390
exp_dgemm_independent-sizes_7.csv,3105,307,851
exp_dgemm_independent-sizes_7.csv,281,1439,4715
exp_dgemm_independent-sizes_7.csv,86,654,8331
exp_dgemm_independent-sizes_7.csv,6175,677,1821
exp_dgemm_independent-sizes_7.csv,5594,4528,363
exp_dgemm_independent-sizes_7.csv,1636,1628,1952
exp_dgemm_independent-sizes_7.csv,760,936,6082
exp_dgemm_independent-sizes_7.csv,4268,612,2994
exp_dgemm_independent-sizes_7.csv,246,3120,1256
exp_dgemm_independent-sizes_7.csv,505,6212,1753
exp_dgemm_independent-sizes_7.csv,2990,5988,178
exp_dgemm_independent-sizes_7.csv,4750,314,5298
exp_dgemm_independent-sizes_7.csv,9165,58,2582
exp_dgemm_independent-sizes_7.csv,126,8472,4043
exp_dgemm_independent-sizes_7.csv,1974,570,1646
exp_dgemm_independent-sizes_7.csv,8099,567,2044
exp_dgemm_independent-sizes_7.csv,124,7083,2080
exp_dgemm_independent-sizes_7.csv,5716,510,2363
exp_dgemm_independent-sizes_7.csv,527,7241,952
exp_dgemm_independent-sizes_7.csv,54,708,201
exp_dgemm_independent-sizes_7.csv,2731,2192,53
exp_dgemm_independent-sizes_7.csv,249,22,5450
exp_dgemm_independent-sizes_7.csv,3716,75,884
exp_dgemm_independent-sizes_7.csv,6093,1194,188
exp_dgemm_independent-sizes_7.csv,5754,28,5615
exp_dgemm_independent-sizes_7.csv,8206,887,1169
exp_dgemm_independent-sizes_7.csv,1353,142,8777
exp_dgemm_independent-sizes_7.csv,3547,3516,569
exp_dgemm_independent-sizes_7.csv,1690,1155,253
exp_dgemm_independent-sizes_7.csv,9970,7271,69
exp_dgemm_independent-sizes_7.csv,85,7984,7589
exp_dgemm_independent-sizes_7.csv,20,5611,9294
exp_dgemm_independent-sizes_7.csv,3168,649,1348
exp_dgemm_independent-sizes_7.csv,263,6542,3822
exp_dgemm_independent-sizes_7.csv,785,3993,2877
exp_dgemm_independent-sizes_7.csv,7232,139,2313
exp_dgemm_independent-sizes_7.csv,2360,1321,1618
exp_dgemm_independent-sizes_7.csv,9513,2838,26
exp_dgemm_independent-sizes_7.csv,4163,30,3052
exp_dgemm_independent-sizes_7.csv,473,7060,870
exp_dgemm_independent-sizes_7.csv,461,5577,2197
exp_dgemm_independent-sizes_7.csv,2696,6046,445
exp_dgemm_independent-sizes_7.csv,7657,3550,218
exp_dgemm_independent-sizes_7.csv,52,8586,183
exp_dgemm_independent-sizes_7.csv,1793,1198,4641
exp_dgemm_independent-sizes_7.csv,4953,19,3693
exp_dgemm_independent-sizes_7.csv,5350,1614,872
exp_dgemm_independent-sizes_7.csv,188,5874,1015
exp_dgemm_independent-sizes_7.csv,30,4948,4268
exp_dgemm_independent-sizes_7.csv,1051,3156,2044
exp_dgemm_independent-sizes_7.csv,5307,3711,429
exp_dgemm_independent-sizes_7.csv,5011,5875,323
exp_dgemm_independent-sizes_7.csv,6347,285,2849
exp_dgemm_independent-sizes_7.csv,1257,314,7047
exp_dgemm_independent-sizes_7.csv,239,3784,6157
exp_dgemm_independent-sizes_7.csv,85,2733,9025
exp_dgemm_independent-sizes_7.csv,6326,195,2270
exp_dgemm_independent-sizes_7.csv,5436,1576,1167
exp_dgemm_independent-sizes_7.csv,240,1260,9620
exp_dgemm_independent-sizes_7.csv,1572,120,3684
exp_dgemm_independent-sizes_7.csv,1376,1373,1405
exp_dgemm_independent-sizes_7.csv,4940,384,3246
exp_dgemm_independent-sizes_7.csv,445,1171,1792
exp_dgemm_independent-sizes_7.csv,1176,4868,949
exp_dgemm_independent-sizes_7.csv,459,3087,5988
exp_dgemm_independent-sizes_7.csv,6044,235,1228
exp_dgemm_independent-sizes_7.csv,541,981,1282
exp_dgemm_independent-sizes_7.csv,673,2334,4384
exp_dgemm_independent-sizes_7.csv,1355,886,3670
exp_dgemm_independent-sizes_7.csv,6445,832,1357
exp_dgemm_independent-sizes_7.csv,553,369,9898
exp_dgemm_independent-sizes_7.csv,4550,1058,892
exp_dgemm_independent-sizes_7.csv,5255,9483,19
exp_dgemm_independent-sizes_7.csv,289,2261,2823
exp_dgemm_independent-sizes_7.csv,1118,680,6316
exp_dgemm_independent-sizes_7.csv,299,734,8672
exp_dgemm_independent-sizes_7.csv,931,4763,1526
exp_dgemm_independent-sizes_7.csv,587,2035,4373
exp_dgemm_independent-sizes_7.csv,136,5286,9060
exp_dgemm_independent-sizes_7.csv,1015,847,6277
exp_dgemm_independent-sizes_7.csv,2890,8272,258
exp_dgemm_independent-sizes_7.csv,4900,66,4958
exp_dgemm_independent-sizes_7.csv,46,4603,81
exp_dgemm_independent-sizes_7.csv,137,8591,6672
exp_dgemm_independent-sizes_7.csv,6768,69,7266
exp_dgemm_independent-sizes_7.csv,4345,571,217
exp_dgemm_independent-sizes_7.csv,8346,4611,118
exp_dgemm_independent-sizes_7.csv,9174,423,1920
exp_dgemm_independent-sizes_7.csv,5302,7124,95
exp_dgemm_independent-sizes_7.csv,1028,2237,1199
exp_dgemm_independent-sizes_7.csv,519,1508,9142
exp_dgemm_independent-sizes_7.csv,204,4418,313
exp_dgemm_independent-sizes_7.csv,468,4895,3499
exp_dgemm_independent-sizes_7.csv,531,6003,2836
exp_dgemm_independent-sizes_7.csv,242,3801,5153
exp_dgemm_independent-sizes_7.csv,141,3714,461
exp_dgemm_independent-sizes_7.csv,347,3601,2536
exp_dgemm_independent-sizes_7.csv,879,2311,633
exp_dgemm_independent-sizes_7.csv,6941,1617,210
exp_dgemm_independent-sizes_7.csv,605,933,6406
exp_dgemm_independent-sizes_7.csv,255,906,9041
exp_dgemm_independent-sizes_7.csv,9371,3,2281
exp_dgemm_independent-sizes_7.csv,507,3731,638
exp_dgemm_independent-sizes_7.csv,1526,31,2210
exp_dgemm_independent-sizes_7.csv,4483,1199,146
exp_dgemm_independent-sizes_7.csv,174,1416,2752
exp_dgemm_independent-sizes_7.csv,982,4422,1525
exp_dgemm_independent-sizes_7.csv,2314,1143,125
exp_dgemm_independent-sizes_7.csv,1989,1813,2766
exp_dgemm_independent-sizes_7.csv,7010,8,6030
exp_dgemm_independent-sizes_7.csv,3167,3693,612
exp_dgemm_independent-sizes_7.csv,5132,174,4809
exp_dgemm_independent-sizes_7.csv,2961,4048,123
exp_dgemm_independent-sizes_7.csv,6232,688,584
exp_dgemm_independent-sizes_7.csv,321,6037,690
exp_dgemm_independent-sizes_7.csv,2859,672,3631
exp_dgemm_independent-sizes_7.csv,5224,95,3757
exp_dgemm_independent-sizes_7.csv,1965,335,5355
exp_dgemm_independent-sizes_7.csv,938,8861,777
exp_dgemm_independent-sizes_7.csv,31,2885,2317
exp_dgemm_independent-sizes_7.csv,918,740,6004
exp_dgemm_independent-sizes_7.csv,7018,6108,232
exp_dgemm_independent-sizes_7.csv,114,1096,9516
exp_dgemm_independent-sizes_7.csv,869,2404,3589
exp_dgemm_independent-sizes_7.csv,478,5968,1618
exp_dgemm_independent-sizes_7.csv,1882,2437,264
exp_dgemm_independent-sizes_7.csv,1252,8558,803
exp_dgemm_independent-sizes_7.csv,1397,5498,321
exp_dgemm_independent-sizes_7.csv,4244,363,4750
exp_dgemm_independent-sizes_7.csv,1318,2836,2440
exp_dgemm_independent-sizes_7.csv,9444,622,492
exp_dgemm_independent-sizes_7.csv,1268,5067,698
exp_dgemm_independent-sizes_7.csv,6966,5648,248
exp_dgemm_independent-sizes_7.csv,317,2839,7636
exp_dgemm_independent-sizes_7.csv,9857,5819,97
exp_dgemm_independent-sizes_7.csv,2806,9962,207
exp_dgemm_independent-sizes_7.csv,1821,8693,481
exp_dgemm_independent-sizes_7.csv,52,8161,3677
exp_dgemm_independent-sizes_7.csv,417,6179,1502
exp_dgemm_independent-sizes_7.csv,5108,6782,211
exp_dgemm_independent-sizes_7.csv,392,3795,242
exp_dgemm_independent-sizes_7.csv,6175,463,1631
exp_dgemm_independent-sizes_7.csv,65,8613,5126
exp_dgemm_independent-sizes_7.csv,180,7990,2016
exp_dgemm_independent-sizes_7.csv,8063,110,6325
exp_dgemm_independent-sizes_7.csv,21,4605,410
exp_dgemm_independent-sizes_7.csv,8118,2527,367
exp_dgemm_independent-sizes_7.csv,3274,5172,440
exp_dgemm_independent-sizes_7.csv,126,7717,4401
exp_dgemm_independent-sizes_7.csv,5980,9102,182
exp_dgemm_independent-sizes_7.csv,4132,4184,189
exp_dgemm_independent-sizes_7.csv,1815,658,781
exp_dgemm_independent-sizes_7.csv,1209,104,5631
exp_dgemm_independent-sizes_7.csv,1156,48,6647
exp_dgemm_independent-sizes_7.csv,3659,310,8569
exp_dgemm_independent-sizes_7.csv,3984,1302,1347
exp_dgemm_independent-sizes_7.csv,2688,8072,148
exp_dgemm_independent-sizes_7.csv,6577,2459,297
exp_dgemm_independent-sizes_7.csv,1025,7056,213
exp_dgemm_independent-sizes_7.csv,2047,2400,87
exp_dgemm_independent-sizes_7.csv,1042,5180,1546
exp_dgemm_independent-sizes_7.csv,4703,3188,22
exp_dgemm_independent-sizes_7.csv,2855,371,2979
exp_dgemm_independent-sizes_7.csv,695,3512,3714
exp_dgemm_independent-sizes_7.csv,755,7427,50
exp_dgemm_independent-sizes_7.csv,52,2356,8080
exp_dgemm_independent-sizes_7.csv,1703,209,7978
exp_dgemm_independent-sizes_7.csv,3835,7937,259
exp_dgemm_independent-sizes_7.csv,476,4338,122
exp_dgemm_independent-sizes_7.csv,2785,3627,150
exp_dgemm_independent-sizes_7.csv,452,9010,742
exp_dgemm_independent-sizes_7.csv,2902,353,1028
exp_dgemm_independent-sizes_7.csv,1810,29,7819
exp_dgemm_independent-sizes_7.csv,417,4376,2282
exp_dgemm_independent-sizes_7.csv,2541,7307,422
exp_dgemm_independent-sizes_7.csv,237,4530,2747
exp_dgemm_independent-sizes_7.csv,983,6869,424
exp_dgemm_independent-sizes_7.csv,4892,8741,189
exp_dgemm_independent-sizes_7.csv,230,7405,3909
exp_dgemm_independent-sizes_7.csv,271,453,4245
exp_dgemm_independent-sizes_7.csv,3814,1724,1410
exp_dgemm_independent-sizes_7.csv,1564,951,4427
exp_dgemm_independent-sizes_7.csv,4,1568,2973
exp_dgemm_independent-sizes_7.csv,5744,846,1978
exp_dgemm_independent-sizes_7.csv,269,8183,345
exp_dgemm_independent-sizes_7.csv,1321,197,2023
exp_dgemm_independent-sizes_7.csv,7569,395,851
exp_dgemm_independent-sizes_7.csv,121,2421,8908
exp_dgemm_independent-sizes_7.csv,472,9716,1647
exp_dgemm_independent-sizes_7.csv,254,719,8382
exp_dgemm_independent-sizes_7.csv,5039,5678,167
exp_dgemm_independent-sizes_7.csv,1297,521,6575
exp_dgemm_independent-sizes_7.csv,1685,2228,2128
exp_dgemm_independent-sizes_7.csv,5965,1393,645
exp_dgemm_independent-sizes_7.csv,9802,9941,6
exp_dgemm_independent-sizes_7.csv,3211,648,52
exp_dgemm_independent-sizes_7.csv,1305,3111,1978
exp_dgemm_independent-sizes_7.csv,56,2986,9710
exp_dgemm_independent-sizes_7.csv,1829,299,5873
exp_dgemm_independent-sizes_7.csv,1136,729,2659
exp_dgemm_independent-sizes_7.csv,5319,9538,185
exp_dgemm_independent-sizes_7.csv,2271,261,4200
exp_dgemm_independent-sizes_7.csv,982,7859,162
exp_dgemm_independent-sizes_7.csv,29,4794,1364
exp_dgemm_independent-sizes_7.csv,3044,7298,294
exp_dgemm_independent-sizes_7.csv,30,4401,5760
exp_dgemm_independent-sizes_7.csv,2471,1986,531
exp_dgemm_independent-sizes_7.csv,480,2093,6997
exp_dgemm_independent-sizes_7.csv,9395,320,620
exp_dgemm_independent-sizes_7.csv,636,76,2094
exp_dgemm_independent-sizes_7.csv,7599,136,8150
exp_dgemm_independent-sizes_7.csv,244,5765,2599
exp_dgemm_independent-sizes_7.csv,3001,1081,2656
exp_dgemm_independent-sizes_7.csv,9501,136,584
exp_dgemm_independent-sizes_7.csv,5866,42,5340
exp_dgemm_independent-sizes_7.csv,2979,1879,1287
exp_dgemm_independent-sizes_7.csv,2132,7254,130
exp_dgemm_independent-sizes_7.csv,1591,3707,105
exp_dgemm_independent-sizes_7.csv,4852,175,6987
exp_dgemm_independent-sizes_7.csv,932,93,5647
exp_dgemm_independent-sizes_7.csv,3938,481,4902
exp_dgemm_independent-sizes_7.csv,128,8457,4546
exp_dgemm_independent-sizes_7.csv,4845,300,500
exp_dgemm_independent-sizes_7.csv,7094,1100,1145
exp_dgemm_independent-sizes_7.csv,1979,190,9022
exp_dgemm_independent-sizes_7.csv,9635,4206,97
exp_dgemm_independent-sizes_7.csv,44,4612,6271
exp_dgemm_independent-sizes_7.csv,453,559,6892
exp_dgemm_independent-sizes_7.csv,9233,2707,293
exp_dgemm_independent-sizes_7.csv,2863,405,4533
exp_dgemm_independent-sizes_7.csv,4129,1065,406
exp_dgemm_independent-sizes_7.csv,4597,5455,326
exp_dgemm_independent-sizes_7.csv,333,9779,2541
exp_dgemm_independent-sizes_7.csv,2624,7073,181
exp_dgemm_independent-sizes_7.csv,611,5857,814
exp_dgemm_independent-sizes_7.csv,309,9639,1361
exp_dgemm_independent-sizes_7.csv,883,1749,1587
exp_dgemm_independent-sizes_7.csv,5819,972,611
exp_dgemm_independent-sizes_7.csv,8376,1481,597
exp_dgemm_independent-sizes_7.csv,159,2339,8233
exp_dgemm_independent-sizes_7.csv,402,2431,288
exp_dgemm_independent-sizes_7.csv,1949,4811,714
exp_dgemm_independent-sizes_7.csv,6716,9357,26
exp_dgemm_independent-sizes_7.csv,7364,617,1319
exp_dgemm_independent-sizes_7.csv,234,5835,6378
exp_dgemm_independent-sizes_7.csv,3511,2023,409
exp_dgemm_independent-sizes_7.csv,840,1988,5737
exp_dgemm_independent-sizes_7.csv,4164,1317,127
exp_dgemm_independent-sizes_7.csv,2575,850,4516
exp_dgemm_independent-sizes_7.csv,2056,840,2218
exp_dgemm_independent-sizes_7.csv,3805,2215,1119
exp_dgemm_independent-sizes_7.csv,1124,629,7630
exp_dgemm_independent-sizes_7.csv,9439,233,2679
exp_dgemm_independent-sizes_7.csv,336,4813,3414
exp_dgemm_independent-sizes_7.csv,221,704,3719
exp_dgemm_independent-sizes_7.csv,5654,3463,301
exp_dgemm_independent-sizes_7.csv,1984,2243,2079
exp_dgemm_independent-sizes_7.csv,1352,144,4995
exp_dgemm_independent-sizes_7.csv,971,5984,1478
exp_dgemm_independent-sizes_7.csv,2070,4772,687
exp_dgemm_independent-sizes_7.csv,7108,1417,947
exp_dgemm_independent-sizes_7.csv,468,7827,208
exp_dgemm_independent-sizes_7.csv,6372,334,87
exp_dgemm_independent-sizes_7.csv,2420,9044,47
exp_dgemm_independent-sizes_7.csv,4197,1322,1476
exp_dgemm_independent-sizes_7.csv,4867,1132,1515
exp_dgemm_independent-sizes_7.csv,957,1178,564
exp_dgemm_independent-sizes_7.csv,9108,2188,17
exp_dgemm_independent-sizes_7.csv,1579,2770,2280
exp_dgemm_independent-sizes_7.csv,9775,329,535
exp_dgemm_independent-sizes_7.csv,728,2282,1959
exp_dgemm_independent-sizes_7.csv,1380,48,518
exp_dgemm_independent-sizes_7.csv,8668,150,769
exp_dgemm_independent-sizes_7.csv,890,300,7937
exp_dgemm_independent-sizes_7.csv,512,260,7122
exp_dgemm_independent-sizes_7.csv,2139,1950,1359
exp_dgemm_independent-sizes_7.csv,147,3895,1762
exp_dgemm_independent-sizes_7.csv,4635,1229,22
exp_dgemm_independent-sizes_7.csv,2287,5176,511
exp_dgemm_independent-sizes_7.csv,246,6407,5109
exp_dgemm_independent-sizes_7.csv,3850,808,194
exp_dgemm_independent-sizes_7.csv,6556,63,1718
exp_dgemm_independent-sizes_7.csv,147,8718,1532
exp_dgemm_independent-sizes_7.csv,2247,359,9187
exp_dgemm_independent-sizes_7.csv,4899,722,437
exp_dgemm_independent-sizes_7.csv,2132,2626,1267
exp_dgemm_independent-sizes_7.csv,5019,7311,64
exp_dgemm_independent-sizes_7.csv,199,3256,6875
exp_dgemm_independent-sizes_7.csv,1135,265,5066
exp_dgemm_independent-sizes_7.csv,3662,976,874
exp_dgemm_independent-sizes_7.csv,2940,1082,1830
exp_dgemm_independent-sizes_7.csv,2018,6310,431
exp_dgemm_independent-sizes_7.csv,46,1296,6717
exp_dgemm_independent-sizes_7.csv,4594,334,5390
exp_dgemm_independent-sizes_7.csv,6863,546,469
exp_dgemm_independent-sizes_7.csv,3570,6234,26
exp_dgemm_independent-sizes_7.csv,804,6300,1015
exp_dgemm_independent-sizes_7.csv,176,9199,406
exp_dgemm_independent-sizes_7.csv,2734,3560,417
exp_dgemm_independent-sizes_7.csv,6991,65,2485
exp_dgemm_independent-sizes_7.csv,89,90,6338
exp_dgemm_independent-sizes_7.csv,6825,532,1084
exp_dgemm_independent-sizes_7.csv,790,1371,381
exp_dgemm_independent-sizes_7.csv,2351,3185,1275
exp_dgemm_independent-sizes_7.csv,1270,785,2045
exp_dgemm_independent-sizes_7.csv,4435,239,3390
exp_dgemm_independent-sizes_7.csv,197,3898,6858
exp_dgemm_independent-sizes_7.csv,351,155,4428
exp_dgemm_independent-sizes_7.csv,1421,1139,209
exp_dgemm_independent-sizes_7.csv,2939,966,2668
exp_dgemm_independent-sizes_7.csv,672,2035,2133
exp_dgemm_independent-sizes_7.csv,902,314,9804
exp_dgemm_independent-sizes_7.csv,4023,1999,393
exp_dgemm_independent-sizes_7.csv,1892,661,520
exp_dgemm_independent-sizes_7.csv,726,2772,3432
exp_dgemm_independent-sizes_7.csv,952,4000,780
exp_dgemm_independent-sizes_7.csv,9715,51,5023
exp_dgemm_independent-sizes_7.csv,4519,41,5563
exp_dgemm_independent-sizes_7.csv,362,8488,549
exp_dgemm_independent-sizes_7.csv,8496,839,1036
exp_dgemm_independent-sizes_7.csv,65,7688,1167
exp_dgemm_independent-sizes_7.csv,4271,99,9105
exp_dgemm_independent-sizes_7.csv,1752,216,367
exp_dgemm_independent-sizes_7.csv,63,736,4354
exp_dgemm_independent-sizes_7.csv,1968,374,6745
exp_dgemm_independent-sizes_7.csv,1423,4737,624
exp_dgemm_independent-sizes_7.csv,3826,336,1271
exp_dgemm_independent-sizes_7.csv,196,558,772
exp_dgemm_independent-sizes_7.csv,303,5860,624
exp_dgemm_independent-sizes_7.csv,4585,115,9524
exp_dgemm_independent-sizes_7.csv,937,85,5341
exp_dgemm_independent-sizes_7.csv,4458,155,7822
exp_dgemm_independent-sizes_7.csv,693,5763,868
exp_dgemm_independent-sizes_7.csv,2481,4772,534
exp_dgemm_independent-sizes_7.csv,9628,58,3841
exp_dgemm_independent-sizes_7.csv,5723,291,3314
exp_dgemm_independent-sizes_7.csv,1792,8786,252
exp_dgemm_uniform-product_1.csv,896,686,1408
exp_dgemm_uniform-product_1.csv,394,1421,2106
exp_dgemm_uniform-product_1.csv,869,568,3777
exp_dgemm_uniform-product_1.csv,665,770,1356
exp_dgemm_uniform-product_1.csv,607,1888,2956
exp_dgemm_uniform-product_1.csv,543,3371,4269
exp_dgemm_uniform-product_1.csv,103,3961,6771
exp_dgemm_uniform-product_1.csv,1761,693,5927
exp_dgemm_uniform-product_1.csv,697,261,8601
exp_dgemm_uniform-product_1.csv,318,1240,3870
exp_dgemm_uniform-product_1.csv,1136,410,3409
exp_dgemm_uniform-product_1.csv,1813,1898,2602
exp_dgemm_uniform-product_1.csv,1071,335,8071
exp_dgemm_uniform-product_1.csv,79,334,7098
exp_dgemm_uniform-product_1.csv,519,578,1654
exp_dgemm_uniform-product_1.csv,146,4542,8920
exp_dgemm_uniform-product_1.csv,357,884,7655
exp_dgemm_uniform-product_1.csv,325,1149,8146
exp_dgemm_uniform-product_1.csv,1810,1808,2294
exp_dgemm_uniform-product_1.csv,894,917,1662
exp_dgemm_uniform-product_1.csv,473,3083,5936
exp_dgemm_uniform-product_1.csv,520,2926,3926
exp_dgemm_uniform-product_1.csv,2034,1585,3047
exp_dgemm_uniform-product_1.csv,713,445,4152
exp_dgemm_uniform-product_1.csv,754,1127,2134
exp_dgemm_uniform-product_1.csv,659,705,5081
exp_dgemm_uniform-product_1.csv,904,1284,7415
exp_dgemm_uniform-product_1.csv,465,1525,9187
exp_dgemm_uniform-product_1.csv,511,899,7026
exp_dgemm_uniform-product_1.csv,743,1999,2902
exp_dgemm_uniform-product_1.csv,1055,729,5435
exp_dgemm_uniform-product_1.csv,1655,523,6044
exp_dgemm_uniform-product_1.csv,1184,716,5096
exp_dgemm_uniform-product_1.csv,303,1767,3412
exp_dgemm_uniform-product_1.csv,275,4097,8562
exp_dgemm_uniform-product_1.csv,1110,2025,3330
exp_dgemm_uniform-product_1.csv,1310,581,7286
exp_dgemm_uniform-product_1.csv,1423,1546,3094
exp_dgemm_uniform-product_1.csv,480,1416,3684
exp_dgemm_uniform-product_1.csv,179,2171,7319
exp_dgemm_uniform-product_1.csv,938,1075,1257
exp_dgemm_uniform-product_1.csv,1343,695,9429
exp_dgemm_uniform-product_1.csv,522,3901,4754
exp_dgemm_uniform-product_1.csv,212,1142,1880
exp_dgemm_uniform-product_1.csv,2075,782,5857
exp_dgemm_uniform-product_1.csv,1450,511,5398
exp_dgemm_uniform-product_1.csv,265,3193,6631
exp_dgemm_uniform-product_1.csv,562,793,2049
exp_dgemm_uniform-product_1.csv,945,1343,6103
exp_dgemm_uniform-product_1.csv,1541,1424,1882
exp_dgemm_uniform-product_1.csv,319,3523,7324
exp_dgemm_uniform-product_1.csv,179,6420,7697
exp_dgemm_uniform-product_1.csv,323,2239,3393
exp_dgemm_uniform-product_1.csv,1070,954,5823
exp_dgemm_uniform-product_1.csv,671,1854,2939
exp_dgemm_uniform-product_1.csv,369,305,1009
exp_dgemm_uniform-product_1.csv,1657,601,9286
exp_dgemm_uniform-product_1.csv,1733,1200,3071
exp_dgemm_uniform-product_1.csv,1403,1191,5601
exp_dgemm_uniform-product_1.csv,509,3298,3952
exp_dgemm_uniform-product_1.csv,923,1256,5331
exp_dgemm_uniform-product_1.csv,1134,865,5718
exp_dgemm_uniform-product_1.csv,646,284,9584
exp_dgemm_uniform-product_1.csv,1399,1308,2848
exp_dgemm_uniform-product_1.csv,1552,628,7305
exp_dgemm_uniform-product_1.csv,146,1541,2975
exp_dgemm_uniform-product_1.csv,354,4393,4472
exp_dgemm_uniform-product_1.csv,162,2217,3159
exp_dgemm_uniform-product_1.csv,1888,2237,2328
exp_dgemm_uniform-product_1.csv,1084,1162,5591
exp_dgemm_uniform-product_1.csv,752,1850,2026
exp_dgemm_uniform-product_1.csv,48,403,1509
exp_dgemm_uniform-product_1.csv,1327,2086,3586
exp_dgemm_uniform-product_1.csv,835,151,5259
exp_dgemm_uniform-product_1.csv,1931,1851,2515
exp_dgemm_uniform-product_1.csv,67,624,5740
exp_dgemm_uniform-product_1.csv,937,1846,2733
exp_dgemm_uniform-product_1.csv,1038,724,3624
exp_dgemm_uniform-product_1.csv,514,2455,2669
exp_dgemm_uniform-product_1.csv,308,1050,1770
exp_dgemm_uniform-product_1.csv,841,394,6200
exp_dgemm_uniform-product_1.csv,400,4728,4970
exp_dgemm_uniform-product_1.csv,868,2153,5138
exp_dgemm_uniform-product_1.csv,485,393,5085
exp_dgemm_uniform-product_1.csv,649,1598,4431
exp_dgemm_uniform-product_1.csv,475,4147,4678
exp_dgemm_uniform-product_1.csv,432,1724,2698
exp_dgemm_uniform-product_1.csv,869,1608,2528
exp_dgemm_uniform-product_1.csv,851,1281,8050
exp_dgemm_uniform-product_1.csv,1640,731,4931
exp_dgemm_uniform-product_1.csv,896,1408,686
exp_dgemm_uniform-product_1.csv,394,2106,1421
exp_dgemm_uniform-product_1.csv,869,3777,568
exp_dgemm_uniform-product_1.csv,665,1356,770
exp_dgemm_uniform-product_1.csv,607,2956,1888
exp_dgemm_uniform-product_1.csv,543,4269,3371
exp_dgemm_uniform-product_1.csv,103,6771,3961
exp_dgemm_uniform-product_1.csv,1761,5927,693
exp_dgemm_uniform-product_1.csv,697,8601,261
exp_dgemm_uniform-product_1.csv,318,3870,1240
exp_dgemm_uniform-product_1.csv,1136,3409,410
exp_dgemm_uniform-product_1.csv,1813,2602,1898
exp_dgemm_uniform-product_1.csv,1071,8071,335
exp_dgemm_uniform-product_1.csv,79,7098,334
exp_dgemm_uniform-product_1.csv,519,1654,578
exp_dgemm_uniform-product_1.csv,146,8920,4542
exp_dgemm_uniform-product_1.csv,357,7655,884
exp_dgemm_uniform-product_1.csv,325,8146,1149
exp_dgemm_uniform-product_1.csv,1810,2294,1808
exp_dgemm_uniform-product_1.csv,894,1662,917
exp_dgemm_uniform-product_1.csv,473,5936,3083
exp_dgemm_uniform-product_1.csv,520,3926,2926
exp_dgemm_uniform-product_1.csv,2034,3047,1585
exp_dgemm_uniform-product_1.csv,713,4152,445
exp_dgemm_uniform-product_1.csv,754,2134,1127
exp_dgemm_uniform-product_1.csv,659,5081,705
exp_dgemm_uniform-product_1.csv,904,7415,1284
exp_dgemm_uniform-product_1.csv,465,9187,1525
exp_dgemm_uniform-product_1.csv,511,7026,899
exp_dgemm_uniform-product_1.csv,743,2902,1999
exp_dgemm_uniform-product_1.csv,1055,5435,729
exp_dgemm_uniform-product_1.csv,1655,6044,523
exp_dgemm_uniform-product_1.csv,1184,5096,716
exp_dgemm_uniform-product_1.csv,303,3412,1767
exp_dgemm_uniform-product_1.csv,275,8562,4097
exp_dgemm_uniform-product_1.csv,1110,3330,2025
exp_dgemm_uniform-product_1.csv,1310,7286,581
exp_dgemm_uniform-product_1.csv,1423,3094,1546
exp_dgemm_uniform-product_1.csv,480,3684,1416
exp_dgemm_uniform-product_1.csv,179,7319,2171
exp_dgemm_uniform-product_1.csv,938,1257,1075
exp_dgemm_uniform-product_1.csv,1343,9429,695
exp_dgemm_uniform-product_1.csv,522,4754,3901
exp_dgemm_uniform-product_1.csv,212,1880,1142
exp_dgemm_uniform-product_1.csv,2075,5857,782
exp_dgemm_uniform-product_1.csv,1450,5398,511
exp_dgemm_uniform-product_1.csv,265,6631,3193
exp_dgemm_uniform-product_1.csv,562,2049,793
exp_dgemm_uniform-product_1.csv,945,6103,1343
exp_dgemm_uniform-product_1.csv,1541,1882,1424
exp_dgemm_uniform-product_1.csv,319,7324,3523
exp_dgemm_uniform-product_1.csv,179,7697,6420
exp_dgemm_uniform-product_1.csv,323,3393,2239
exp_dgemm_uniform-product_1.csv,1070,5823,954
exp_dgemm_uniform-product_1.csv,671,2939,1854
exp_dgemm_uniform-product_1.csv,369,1009,305
exp_dgemm_uniform-product_1.csv,1657,9286,601
exp_dgemm_uniform-product_1.csv,1733,3071,1200
exp_dgemm_uniform-product_1.csv,1403,5601,1191
exp_dgemm_uniform-product_1.csv,509,3952,3298
exp_dgemm_uniform-product_1.csv,923,5331,1256
exp_dgemm_uniform-product_1.csv,1134,5718,865
exp_dgemm_uniform-product_1.csv,646,9584,284
exp_dgemm_uniform-product_1.csv,1399,2848,1308
exp_dgemm_uniform-product_1.csv,1552,7305,628
exp_dgemm_uniform-product_1.csv,146,2975,1541
